date,AQI,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Precipitation,AQI_t+1,AQI_t+2,AQI_t+3,day,day_of_week,month,year,day_of_year,AQI_lag_1,AQI_lag_2,AQI_lag_3,AQI_lag_7,AQI_change_1d,AQI_change_3d,AQI_change_7d,AQI_rolling_mean_3,AQI_rolling_mean_7,PM2.5_rolling_mean_3,PM2.5_rolling_mean_7,PM10_rolling_mean_3,PM10_rolling_mean_7
2023-01-20,145.58333333333334,54.833333333333336,83.5125,22.59166666666667,30.83333333333333,676.2083333333334,109.08333333333331,17.620833333333334,46.91666666666666,0.0,147.875,132.58333333333334,118.04166666666669,20,4,1,2023,20,177.58333333333334,174.83333333333334,158.16666666666666,82.29166666666667,-32.0,-12.583333333333314,63.29166666666667,170.19444444444446,131.6547619047619,82.3486111111111,58.72797619047618,121.4888888888889,91.02202380952382
2023-01-21,147.875,48.16666666666666,72.61666666666666,25.6,36.1625,678.625,96.41666666666669,17.212500000000002,50.25,0.0,132.58333333333334,118.04166666666669,118.54166666666669,21,5,1,2023,21,145.58333333333334,177.58333333333334,174.83333333333334,99.125,2.291666666666657,-26.958333333333343,48.75,166.0,140.69642857142858,74.25138888888888,61.767261904761895,110.13194444444444,93.98333333333332
2023-01-22,132.58333333333334,50.04166666666666,75.94583333333334,37.97083333333333,45.26666666666667,862.1666666666666,84.45833333333333,16.558333333333334,48.29166666666666,0.0,118.04166666666669,118.54166666666669,113.33333333333331,22,6,1,2023,22,147.875,145.58333333333334,177.58333333333334,93.83333333333331,-15.291666666666655,-45.0,38.75000000000003,157.01388888888889,147.66071428571428,56.633333333333326,64.70714285714284,85.11805555555556,97.7220238095238
2023-01-23,118.04166666666669,34.68333333333333,53.49583333333334,33.25,32.108333333333334,722.4583333333334,71.125,16.533333333333335,32.541666666666664,0.0,118.54166666666669,113.33333333333331,114.29166666666669,23,0,1,2023,23,132.58333333333334,147.875,145.58333333333334,135.75,-14.541666666666655,-27.541666666666657,-17.708333333333314,142.0138888888889,153.19642857142858,51.013888888888886,65.78035714285713,77.35833333333333,98.99761904761904
2023-01-24,118.54166666666669,50.55,78.99166666666666,41.46666666666667,40.208333333333336,869.5,82.83333333333333,15.0625,40.91666666666666,0.0,113.33333333333331,114.29166666666669,92.16666666666669,24,1,1,2023,24,118.04166666666669,132.58333333333334,147.875,158.16666666666666,0.5,-29.333333333333314,-39.62499999999997,132.83333333333334,150.66666666666669,44.29722222222222,62.11011904761903,67.35277777777777,92.86249999999998
2023-01-25,113.33333333333331,41.329166666666666,69.38333333333334,37.68333333333333,39.6375,718.0833333333334,80.70833333333333,14.841666666666669,43.208333333333336,0.0,114.29166666666669,92.16666666666669,104.75,25,2,1,2023,25,118.54166666666669,118.04166666666669,132.58333333333334,174.83333333333334,-5.208333333333371,-19.25000000000003,-61.50000000000003,123.0555555555556,145.00595238095238,45.09166666666666,58.02797619047619,69.47777777777777,87.34940476190476
2023-01-26,114.29166666666669,31.70833333333333,49.2875,24.67083333333333,31.08333333333333,483.7083333333333,82.625,16.3875,29.33333333333333,0.0,92.16666666666669,104.75,133.20833333333334,26,3,1,2023,26,113.33333333333331,118.54166666666669,118.04166666666669,177.58333333333334,0.9583333333333712,-3.75,-63.29166666666666,116.6388888888889,136.2202380952381,42.18749999999999,49.50059523809523,67.29027777777777,76.1672619047619
2023-01-27,92.16666666666669,34.92916666666667,51.97916666666666,17.6875,25.28333333333333,452.7083333333333,104.54166666666669,17.366666666666667,26.041666666666668,0.0,104.75,133.20833333333334,102.04166666666669,27,4,1,2023,27,114.29166666666669,113.33333333333331,118.54166666666669,145.58333333333334,-22.125,-26.375,-53.41666666666666,115.3888888888889,127.17857142857146,41.19583333333333,44.47321428571428,65.8875,69.03333333333333
2023-01-28,104.75,44.30416666666667,65.15833333333333,32.604166666666664,27.620833333333334,626.125,96.25,18.075,24.25,0.0,133.20833333333334,102.04166666666669,157.66666666666666,28,5,1,2023,28,92.16666666666669,114.29166666666669,113.33333333333331,147.875,12.583333333333314,-8.583333333333314,-43.125,106.59722222222224,119.54761904761908,35.98888888888889,41.6297619047619,56.88333333333333,64.52857142857144
2023-01-29,133.20833333333334,38.5625,57.925,40.8125,33.7625,743.5833333333334,75.25,17.379166666666666,42.66666666666666,0.0,102.04166666666669,157.66666666666666,145.95833333333334,29,6,1,2023,29,104.75,92.16666666666669,114.29166666666669,132.58333333333334,28.458333333333343,18.916666666666657,0.625,103.73611111111111,113.3869047619048,36.980555555555554,41.077976190476186,55.475,63.46309523809524
2023-01-30,102.04166666666669,58.92916666666667,91.62083333333334,49.85416666666666,49.34166666666667,1110.1666666666667,91.66666666666669,18.166666666666668,49.125,0.0,157.66666666666666,145.95833333333334,157.0,30,0,1,2023,30,133.20833333333334,104.75,92.16666666666669,118.04166666666669,-31.166666666666657,9.875,-16.0,110.04166666666669,113.47619047619048,39.265277777777776,39.43809523809524,58.35416666666666,60.88869047619048
